,id,lang,difficulty,word_count,title_length,opened,translated,spoken,liked,closed,avg_reading_time,std_reading_time,avg_reading_time_OOF,std_reading_time_OOF,avg_reading_time_firsttrans,std_reading_time_firsttrans,feedback_difficulty_easy,feedback_difficulty_ok,feedback_difficulty_hard,feedback_difficulty_too_hard
55,1031607,da,35,433,7,136,335,45,6,127,2253.6470588235293,6748.272806832318,1904.7173913043478,6732.646183895574,166.2826086956522,677.4138052996752,14,2,3,0
56,1031593,da,40,318,8,38,222,19,7,27,1052.4666666666667,2563.5553141855335,370.46153846153845,437.53445849083005,201.69230769230768,395.95869726630383,10,3,1,0
57,1031602,da,40,366,8,20,123,4,5,19,222.42857142857142,176.00191325490684,138.76923076923077,40.49150688943936,64.38461538461539,56.55159449773885,5,1,1,0
58,1135063,da,41,466,14,1,15,0,0,1,158.0,0.0,122.0,0.0,99.0,0.0,0,0,0,0
59,1147651,da,43,147,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1218645,da,45,765,10,2,39,10,0,1,658.0,0.0,361.0,0.0,547.0,0.0,0,0,0,0
61,1218712,da,59,172,13,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
62,1223601,da,41,794,8,1,2,0,0,1,1078.0,0.0,0,0,0,0,0,0,0,0
63,1225710,da,51,322,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1237696,da,47,166,20,4,3,12,0,2,228.0,0.0,228.0,0.0,1.0,0.0,0,0,0,0
65,1245197,da,57,177,11,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1246573,da,37,151,21,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1250165,da,53,306,14,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0
68,1252707,da,35,271,17,3,25,0,0,1,155.0,0.0,0,0,0,0,0,0,0,0
69,1252902,da,45,581,7,1,2,0,0,1,104.0,0.0,70.0,0.0,56.0,0.0,0,0,0,0
70,1253408,da,42,433,13,1,15,0,0,1,574.0,0.0,190.0,0.0,567.0,0.0,0,0,0,0
71,1255734,da,40,148,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1255844,da,59,191,11,3,5,1,0,1,124.0,0.0,96.0,0.0,83.0,0.0,0,0,0,0
73,1257781,da,52,1453,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
74,1260466,da,33,273,16,3,27,1,0,3,660.6666666666666,429.75522749066766,348.0,442.651857181992,251.0,326.4056780551874,0,0,0,0
75,1261559,da,53,467,11,1,94,6,1,0,0,0,0,0,0,0,0,0,0,0
76,1262376,da,47,173,12,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1181384,da,46,136,13,1,2,0,0,1,19380.0,0.0,19236.0,0.0,0.0,0.0,0,0,0,0
78,1267467,da,51,259,9,1,45,4,1,0,0,0,0,0,0,0,0,0,0,0
79,1275134,da,49,183,12,4,4,0,0,6,207.0,19.05255888325765,173.0,63.63961030678928,20.333333333333332,23.098821518760552,0,0,0,0
80,1283070,da,36,787,15,1,15,0,0,1,106.0,0.0,106.0,0.0,98.0,0.0,0,0,0,0
81,1283323,da,51,133,17,2,1,0,0,1,38.0,0.0,0,0,0,0,0,0,0,0
82,1283239,da,51,337,22,1,0,0,0,1,121.0,0.0,50.0,0.0,0.0,0.0,0,0,0,0
83,1289264,da,54,183,13,1,23,0,0,1,128.0,0.0,128.0,0.0,116.0,0.0,0,0,0,0
84,1295072,da,40,388,5,1,8,0,0,1,231.0,0.0,62.0,0.0,168.0,0.0,0,0,0,0
85,1301534,da,50,644,14,1,1,0,0,1,175.0,0.0,144.0,0.0,170.0,0.0,0,0,0,0
86,1306333,da,53,431,8,1,0,0,0,1,196.0,0.0,0,0,0,0,0,0,0,0
87,1304647,da,49,856,20,2,0,0,0,3,302.0,0.0,44.0,0.0,0.0,0.0,0,0,0,0
88,1305726,da,54,226,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
89,1262270,da,43,307,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,1309336,da,52,136,5,1,0,0,0,1,385.0,0.0,0,0,0,0,0,0,0,0
91,1313186,da,45,138,22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1344043,da,50,969,13,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1344034,da,54,252,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1355137,da,53,614,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,1355957,da,54,124,9,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0
96,1360417,da,46,816,14,1,0,0,0,1,34.0,0.0,0,0,0,0,0,0,0,0
97,1360070,da,41,276,6,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1361392,da,52,101,11,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1363031,da,54,307,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1375976,da,48,163,11,3,2,5,0,3,47.0,16.0,34.0,0.0,0.0,0.0,0,0,0,0
101,1374953,da,51,192,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1379420,da,54,122,15,1,7,0,0,1,999.0,0.0,51.0,0.0,17.0,0.0,0,0,0,0
103,1382942,da,48,161,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1388327,da,54,237,10,2,12,0,0,1,228.0,0.0,0,0,0,0,0,0,0,0
105,1387360,da,53,118,5,6,14,0,0,5,236.25,124.13173445980685,301.0,0.0,1.0,0.0,0,0,0,0
106,1393006,da,53,163,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1393896,da,46,258,14,2,0,0,0,1,133.0,0.0,0,0,0,0,0,0,0,0
108,1393154,da,54,134,15,1,5,0,0,1,47.0,0.0,47.0,0.0,22.0,0.0,0,0,0,0
109,1383613,da,49,100,16,1,0,0,0,1,115.0,0.0,0,0,0,0,0,0,0,0
110,1394530,da,53,285,10,1,1,0,0,1,63.0,0.0,0,0,0,0,0,0,0,0
111,1275634,da,39,473,18,1,15,3,0,1,355.0,0.0,355.0,0.0,273.0,0.0,0,0,0,0
112,1380472,da,47,397,11,5,6,10,0,4,405.6666666666667,162.26384549725043,296.0,254.0,241.5,241.5,0,0,0,0
113,1394712,da,52,85,11,15,7,3,0,13,171.875,149.35899495845572,161.8,153.75226827595097,1.4,1.9595917942265424,0,0,0,0
114,1396964,da,49,599,10,2,16,1,0,1,3715.0,0.0,51.0,0.0,3236.0,0.0,0,0,0,0
115,1397306,da,31,165,1,10,27,0,0,8,5331.142857142857,11598.111822048222,217.66666666666666,200.2445726827294,131.33333333333334,272.31701297487007,0,0,0,0
116,1408134,da,52,643,10,1,2,0,0,1,599.0,0.0,0,0,0,0,0,0,0,0
117,1407543,da,38,347,12,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
118,1408196,da,53,322,9,2,4,3,0,2,384.5,260.5,52.0,0.0,98.0,0.0,0,0,0,0
119,1408375,da,53,372,9,4,8,0,0,3,151.0,0.0,40.0,0.0,132.0,0.0,0,0,0,0
120,1409378,da,54,705,21,1,4,0,0,1,81.0,0.0,81.0,0.0,17.0,0.0,0,0,0,0
121,1409923,da,49,248,10,3,11,0,0,3,733.6666666666666,804.4055085727734,48.0,0.0,282.0,0.0,0,0,0,0
122,1409811,da,54,275,10,1,8,0,0,1,521.0,0.0,42.0,0.0,469.0,0.0,0,0,0,0
123,1410069,da,53,224,7,1,10,0,0,1,3279.0,0.0,3279.0,0.0,0.0,0.0,0,0,0,0
124,1410141,da,51,166,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1410341,da,51,365,9,1,21,0,0,1,114.0,0.0,114.0,0.0,108.0,0.0,0,0,0,0
126,1410427,da,42,148,16,3,15,0,0,2,320.0,0.0,49.0,0.0,56.0,0.0,0,0,0,0
